3.991926e+002,0.000000e+000
4.001568e+002,1.067629e-001
4.011211e+002,1.066763e-001
4.020853e+002,1.037178e-001
4.030495e+002,9.892575e-002
4.040138e+002,9.397241e-002
4.049780e+002,9.044913e-002
4.059422e+002,8.955175e-002
4.069065e+002,9.150656e-002
4.078707e+002,9.548626e-002
4.088349e+002,9.989815e-002
4.097992e+002,1.033028e-001
4.107634e+002,1.050684e-001
4.117276e+002,1.054858e-001
4.126919e+002,1.053894e-001
4.136561e+002,1.056489e-001
4.146203e+002,1.067162e-001
4.155846e+002,1.084257e-001
4.165488e+002,1.100834e-001
4.175130e+002,1.108813e-001
4.184773e+002,1.104026e-001
4.194415e+002,1.088600e-001
4.204057e+002,1.070265e-001
4.213700e+002,1.058398e-001
4.223342e+002,1.060214e-001
4.232984e+002,1.077363e-001
4.242627e+002,1.106662e-001
4.252269e+002,1.142005e-001
4.261911e+002,1.177460e-001
4.271554e+002,1.208395e-001
4.281196e+002,1.232150e-001
4.290838e+002,1.247776e-001
4.300481e+002,1.255073e-001
4.310123e+002,1.254328e-001
4.319765e+002,1.246276e-001
4.329408e+002,1.232374e-001
4.339050e+002,1.214962e-001
4.348692e+002,1.197294e-001
4.358335e+002,1.183151e-001
4.367977e+002,1.175481e-001
4.377619e+002,1.175764e-001
4.387262e+002,1.183271e-001
4.396904e+002,1.195444e-001
4.406546e+002,1.208610e-001
4.416189e+002,1.219276e-001
4.425831e+002,1.225182e-001
4.435473e+002,1.225507e-001
4.445116e+002,1.221040e-001
4.454758e+002,1.213638e-001
4.464400e+002,1.205772e-001
4.474043e+002,1.199635e-001
4.483685e+002,1.196877e-001
4.493327e+002,1.198416e-001
4.502970e+002,1.204313e-001
4.512612e+002,1.213816e-001
4.522254e+002,1.225384e-001
4.531897e+002,1.237067e-001
4.541539e+002,1.246713e-001
4.551181e+002,1.252785e-001
4.560824e+002,1.254670e-001
4.570466e+002,1.252925e-001
4.580108e+002,1.249007e-001
4.589751e+002,1.244609e-001
4.599393e+002,1.241100e-001
4.609035e+002,1.238922e-001
4.618678e+002,1.237599e-001
4.628320e+002,1.236046e-001
4.637963e+002,1.233239e-001
4.647605e+002,1.228598e-001
4.657247e+002,1.222287e-001
4.666890e+002,1.215089e-001
4.676532e+002,1.208167e-001
4.686174e+002,1.202555e-001
4.695817e+002,1.198756e-001
4.705459e+002,1.196629e-001
4.715101e+002,1.195501e-001
4.724744e+002,1.194508e-001
4.734386e+002,1.192860e-001
4.744028e+002,1.190126e-001
4.753671e+002,1.186260e-001
4.763313e+002,1.181527e-001
4.772955e+002,1.176347e-001
4.782598e+002,1.171160e-001
4.792240e+002,1.166211e-001
4.801882e+002,1.161617e-001
4.811525e+002,1.157352e-001
4.821167e+002,1.153263e-001
4.830809e+002,1.149174e-001
4.840452e+002,1.144982e-001
4.850094e+002,1.140737e-001
4.859736e+002,1.136678e-001
4.869379e+002,1.133171e-001
4.879021e+002,1.130526e-001
4.888663e+002,1.128847e-001
4.898306e+002,1.127891e-001
4.907948e+002,1.127095e-001
4.917590e+002,1.125708e-001
4.927233e+002,1.123110e-001
4.936875e+002,1.119090e-001
4.946517e+002,1.113924e-001
4.956160e+002,1.108251e-001
4.965802e+002,1.102777e-001
4.975444e+002,1.098000e-001
4.985087e+002,1.094016e-001
4.994729e+002,1.090545e-001
5.004371e+002,1.087233e-001
5.014014e+002,1.083898e-001
5.023656e+002,1.080827e-001
5.033298e+002,1.078754e-001
5.042941e+002,1.078472e-001
5.052583e+002,1.080493e-001
5.062225e+002,1.084653e-001
5.071868e+002,1.090118e-001
5.081510e+002,1.095636e-001
5.091152e+002,1.100177e-001
5.100795e+002,1.103396e-001
5.110437e+002,1.105819e-001
5.120079e+002,1.108572e-001
5.129722e+002,1.112919e-001
5.139364e+002,1.119611e-001
5.149006e+002,1.128453e-001
5.158649e+002,1.138251e-001
5.168291e+002,1.147210e-001
5.177933e+002,1.153735e-001
5.187576e+002,1.156864e-001
5.197218e+002,1.156686e-001
5.206860e+002,1.154142e-001
5.216503e+002,1.150668e-001
5.226145e+002,1.147519e-001
5.235787e+002,1.145392e-001
5.245430e+002,1.144267e-001
5.255072e+002,1.143632e-001
5.264714e+002,1.142818e-001
5.274357e+002,1.141357e-001
5.283999e+002,1.139196e-001
5.293641e+002,1.136642e-001
5.303284e+002,1.134130e-001
5.312926e+002,1.131941e-001
5.322568e+002,1.130079e-001
5.332211e+002,1.128255e-001
5.341853e+002,1.126091e-001
5.351495e+002,1.123299e-001
5.361138e+002,1.119889e-001
5.370780e+002,1.116183e-001
5.380422e+002,1.112731e-001
5.390065e+002,1.110048e-001
5.399707e+002,1.108480e-001
5.409349e+002,1.108091e-001
5.418992e+002,1.108693e-001
5.428634e+002,1.109934e-001
5.438276e+002,1.111433e-001
5.447919e+002,1.112895e-001
5.457561e+002,1.114127e-001
5.467203e+002,1.115064e-001
5.476846e+002,1.115723e-001
5.486488e+002,1.116192e-001
5.496130e+002,1.116622e-001
5.505773e+002,1.117228e-001
5.515415e+002,1.118297e-001
5.525057e+002,1.120088e-001
5.534700e+002,1.122751e-001
5.544342e+002,1.126192e-001
5.553984e+002,1.130031e-001
5.563627e+002,1.133589e-001
5.573269e+002,1.136052e-001
5.582911e+002,1.136717e-001
5.592554e+002,1.135160e-001
5.602196e+002,1.131451e-001
5.611838e+002,1.126097e-001
5.621481e+002,1.119907e-001
5.631123e+002,1.113646e-001
5.640765e+002,1.107852e-001
5.650408e+002,1.102724e-001
5.660050e+002,1.098154e-001
5.669692e+002,1.093870e-001
5.679335e+002,1.089603e-001
5.688977e+002,1.085224e-001
5.698619e+002,1.080738e-001
5.708262e+002,1.076220e-001
5.717904e+002,1.071726e-001
5.727546e+002,1.067228e-001
5.737189e+002,1.062638e-001
5.746831e+002,1.057876e-001
5.756473e+002,1.052965e-001
5.766116e+002,1.048056e-001
5.775758e+002,1.043411e-001
5.785400e+002,1.039309e-001
5.795043e+002,1.035928e-001
5.804685e+002,1.033306e-001
5.814327e+002,1.031324e-001
5.823970e+002,1.029782e-001
5.833612e+002,1.028466e-001
5.843254e+002,1.027225e-001
5.852897e+002,1.026002e-001
5.862539e+002,1.024787e-001
5.872181e+002,1.023565e-001
5.881824e+002,1.022283e-001
5.891466e+002,1.020844e-001
5.901108e+002,1.019159e-001
