wavenumber,t1-1
5.529879E+02,1.258115e-001
5.534700E+02,1.259079e-001
5.539521E+02,1.258941e-001
5.544343E+02,1.258194e-001
5.549164E+02,1.257651e-001
5.553985E+02,1.258118e-001
5.558806E+02,1.259929e-001
5.563627E+02,1.262791e-001
5.568448E+02,1.265822e-001
5.573270E+02,1.268018e-001
5.578091E+02,1.268591e-001
5.582912E+02,1.267356e-001
5.587733E+02,1.264711e-001
5.592554E+02,1.261396e-001
5.597375E+02,1.258046e-001
5.602197E+02,1.254892e-001
5.607018E+02,1.251725e-001
5.611839E+02,1.248102e-001
5.616660E+02,1.243666e-001
5.621481E+02,1.238383e-001
5.626302E+02,1.232571e-001
5.631124E+02,1.226722e-001
5.635945E+02,1.221223e-001
5.640766E+02,1.216166e-001
5.645587E+02,1.211380e-001
5.650408E+02,1.206627e-001
5.655229E+02,1.201865e-001
5.660051E+02,1.197370e-001
5.664872E+02,1.193650e-001
5.669693E+02,1.191160e-001
5.674514E+02,1.190044e-001
5.679335E+02,1.189955e-001
5.684156E+02,1.190182e-001
5.688978E+02,1.189921e-001
5.693799E+02,1.188710e-001
5.698620E+02,1.186565e-001
5.703441E+02,1.183956e-001
5.708262E+02,1.181475e-001
5.713083E+02,1.179574e-001
5.717905E+02,1.178307e-001
5.722726E+02,1.177397e-001
5.727547E+02,1.176433e-001
5.732368E+02,1.175184e-001
5.737189E+02,1.173735e-001
5.742010E+02,1.172464e-001
5.746832E+02,1.171763e-001
5.751653E+02,1.171810e-001
5.756474E+02,1.172401e-001
5.761295E+02,1.173058e-001
5.766116E+02,1.173254e-001
5.770938E+02,1.172722e-001
5.775759E+02,1.171580e-001
5.780580E+02,1.170262e-001
5.785401E+02,1.169234e-001
5.790222E+02,1.168754e-001
5.795043E+02,1.168742e-001
5.799865E+02,1.168868e-001
5.804686E+02,1.168755e-001
5.809507E+02,1.168219e-001
5.814328E+02,1.167362e-001
5.819149E+02,1.166470e-001
5.823970E+02,1.165791e-001
5.828792E+02,1.165326e-001
5.833613E+02,1.164799e-001
5.838434E+02,1.163818e-001
5.843255E+02,1.162164e-001
5.848076E+02,1.159991e-001
5.852897E+02,1.157866e-001
5.857719E+02,1.156532e-001
5.862540E+02,1.156634e-001
5.867361E+02,1.158366e-001
5.872182E+02,1.161411e-001
5.877003E+02,1.165061e-001
5.881824E+02,1.168595e-001
5.886646E+02,1.171508e-001
5.891467E+02,1.173692e-001
5.896288E+02,1.175320e-001
5.901109E+02,1.176613e-001
5.905930E+02,1.177598e-001
5.910751E+02,1.178034e-001
5.915573E+02,1.177520e-001
5.920394E+02,1.175780e-001
5.925215E+02,1.172876e-001
5.930036E+02,1.169282e-001
5.934857E+02,1.165652e-001
5.939678E+02,1.162586e-001
5.944500E+02,1.160345e-001
5.949321E+02,1.158774e-001
5.954142E+02,1.157394e-001
5.958963E+02,1.155659e-001
5.963784E+02,1.153246e-001
5.968605E+02,1.150136e-001
5.973427E+02,1.146584e-001
5.978248E+02,1.142924e-001
5.983069E+02,1.139411e-001
5.987890E+02,1.136098e-001
5.992711E+02,1.132905e-001
5.997532E+02,1.129733e-001
6.002354E+02,1.126586e-001
6.007175E+02,1.123592e-001
6.011996E+02,1.120919e-001
6.016817E+02,1.118642e-001
6.021638E+02,1.116654e-001
6.026459E+02,1.114703e-001
6.031281E+02,1.112520e-001
6.036102E+02,1.109963e-001
6.040923E+02,1.107109e-001
6.045744E+02,1.104211e-001
6.050565E+02,1.101572e-001
6.055386E+02,1.099350e-001
6.060208E+02,1.097497e-001
6.065029E+02,1.095796e-001
6.069850E+02,1.094045e-001
6.074671E+02,1.092197e-001
6.079492E+02,1.090434e-001
6.084313E+02,1.089059e-001
6.089135E+02,1.088316e-001
6.093956E+02,1.088183e-001
6.098777E+02,1.088318e-001
6.103598E+02,1.088141e-001
6.108419E+02,1.087090e-001
6.113240E+02,1.084872e-001
6.118062E+02,1.081551e-001
6.122883E+02,1.077510e-001
6.127704E+02,1.073251e-001
6.132525E+02,1.069204e-001
6.137346E+02,1.065566e-001
6.142167E+02,1.062342e-001
6.146989E+02,1.059477e-001
6.151810E+02,1.056975e-001
6.156631E+02,1.054950e-001
6.161452E+02,1.053526e-001
6.166273E+02,1.052682e-001
6.171094E+02,1.052100e-001
6.175916E+02,1.051222e-001
6.180737E+02,1.049456e-001
6.185558E+02,1.046425e-001
6.190379E+02,1.042178e-001
6.195200E+02,1.037170e-001
6.200021E+02,1.032074e-001
6.204843E+02,1.027450e-001
6.209664E+02,1.023575e-001
6.214485E+02,1.020339e-001
6.219306E+02,1.017384e-001
6.224127E+02,1.014323e-001
6.228948E+02,1.011001e-001
6.233770E+02,1.007593e-001
6.238591E+02,1.004498e-001
6.243412E+02,1.002102e-001
6.248233E+02,1.000548e-001
6.253054E+02,9.996288e-002
6.257875E+02,9.988914e-002
6.262697E+02,9.978565e-002
6.267518E+02,9.962499e-002
6.272339E+02,9.941357e-002
6.277160E+02,9.918457e-002
6.281981E+02,9.897802e-002
6.286802E+02,9.881812e-002
6.291624E+02,9.870386e-002
6.296445E+02,9.861225e-002
6.301266E+02,9.851592e-002
6.306087E+02,9.839825e-002
6.310908E+02,9.826416e-002
6.315729E+02,9.813301e-002
6.320551E+02,9.802470e-002
6.325372E+02,9.794341e-002
6.330193E+02,9.787305e-002
6.335014E+02,9.778377e-002
6.339835E+02,9.765077e-002
6.344656E+02,9.746661e-002
6.349478E+02,9.724712e-002
6.354299E+02,9.702048e-002
6.359120E+02,9.681509e-002
6.363941E+02,9.664295e-002
6.368762E+02,9.649752e-002
6.373583E+02,9.636079e-002
6.378405E+02,9.621893e-002
6.383226E+02,9.607158e-002
6.388047E+02,9.593266e-002
6.392868E+02,9.581912e-002
6.397689E+02,9.573774e-002
6.402510E+02,9.567603e-002
6.407332E+02,9.560769e-002
6.412153E+02,9.550356e-002
6.416974E+02,9.535092e-002
6.421795E+02,9.516050e-002
6.426616E+02,9.496320e-002
6.431437E+02,9.479212e-002
6.436259E+02,9.466495e-002
6.441080E+02,9.457485e-002
6.445901E+02,9.449477e-002
6.450722E+02,9.439465e-002
6.455543E+02,9.426031e-002
6.460364E+02,9.410349e-002
6.465186E+02,9.395521e-002
6.470007E+02,9.384687e-002
6.474828E+02,9.378757e-002
6.479649E+02,9.375443e-002
6.484470E+02,9.369855e-002
6.489291E+02,9.357244e-002
6.494113E+02,9.335212e-002
6.498934E+02,9.305394e-002
6.503755E+02,9.272590e-002
6.508576E+02,9.242864e-002
6.513397E+02,9.220394e-002
6.518218E+02,9.206236e-002
6.523040E+02,9.198000e-002
6.527861E+02,9.191875e-002
6.532682E+02,9.184550e-002
6.537503E+02,9.175001e-002
6.542324E+02,9.164328e-002
6.547145E+02,9.154603e-002
6.551967E+02,9.146970e-002
6.556788E+02,9.140798e-002
6.561609E+02,9.133871e-002
6.566431E+02,9.124161e-002
6.571251E+02,9.111109e-002
6.576073E+02,9.096375e-002
6.580894E+02,9.082593e-002
6.585715E+02,9.072053e-002
6.590536E+02,9.064826e-002
6.595358E+02,9.058667e-002
6.600178E+02,9.049806e-002
6.605000E+02,9.035251e-002
6.609821E+02,9.014266e-002
6.614642E+02,8.988348e-002
6.619463E+02,8.959895e-002
6.624285E+02,8.930428e-002
6.629105E+02,8.899296e-002
6.633927E+02,8.864246e-002
6.638748E+02,8.823056e-002
6.643569E+02,8.775719e-002
6.648390E+02,8.725288e-002
6.653212E+02,8.678786e-002
6.658032E+02,8.647507e-002
6.662854E+02,8.646299e-002
6.667675E+02,8.690882e-002
6.672496E+02,8.781616e-002
6.677317E+02,8.881678e-002
6.682139E+02,8.925227e-002
6.686959E+02,8.884190e-002
6.691781E+02,8.785644e-002
6.696602E+02,8.668696e-002
6.701423E+02,8.556569e-002
6.706244E+02,8.458848e-002
6.711066E+02,8.377644e-002
6.715886E+02,8.310638e-002
6.720708E+02,8.253738e-002
6.725529E+02,8.202063e-002
6.730350E+02,8.151785e-002
6.735171E+02,8.101026e-002
6.739993E+02,8.050111e-002
6.744813E+02,8.000459e-002
6.749635E+02,7.953338e-002
6.754456E+02,7.908872e-002
6.759277E+02,7.866091e-002
6.764098E+02,7.823563e-002
6.768920E+02,7.780459e-002
6.773740E+02,7.737052e-002
6.778562E+02,7.694694e-002
6.783383E+02,7.655029e-002
6.788204E+02,7.619353e-002
6.793025E+02,7.588074e-002
6.797847E+02,7.560689e-002
6.802667E+02,7.536104e-002
6.807489E+02,7.513219e-002
6.812310E+02,7.491319e-002
6.817131E+02,7.469937e-002
6.821952E+02,7.448708e-002
6.826774E+02,7.426994e-002
6.831594E+02,7.404087e-002
6.836416E+02,7.379540e-002
6.841237E+02,7.353830e-002
6.846058E+02,7.328565e-002
6.850879E+02,7.305982e-002
6.855701E+02,7.288363e-002
6.860521E+02,7.276984e-002
6.865343E+02,7.271582e-002
6.870164E+02,7.270207e-002
6.874985E+02,7.269979e-002
6.879806E+02,7.268225e-002
6.884628E+02,7.263223e-002
6.889448E+02,7.254963e-002
6.894270E+02,7.244721e-002
6.899091E+02,7.234269e-002
6.903912E+02,7.224952e-002
6.908733E+02,7.217384e-002
6.913555E+02,7.211430e-002
6.918375E+02,7.206599e-002
6.923197E+02,7.202441e-002
6.928018E+02,7.198698e-002
6.932839E+02,7.195194e-002
6.937660E+02,7.191440e-002
6.942482E+02,7.186506e-002
6.947302E+02,7.179204e-002
6.952124E+02,7.168400e-002
6.956945E+02,7.153744e-002
6.961766E+02,7.135816e-002
6.966587E+02,7.116115e-002
6.971409E+02,7.096345e-002
6.976229E+02,7.078101e-002
6.981051E+02,7.062333e-002
6.985872E+02,7.049279e-002
6.990693E+02,7.038652e-002
6.995514E+02,7.029887e-002
7.000336E+02,7.022349e-002
7.005156E+02,7.015362e-002
7.009978E+02,7.008158e-002
7.014799E+02,6.999959e-002
7.019620E+02,6.990068e-002
7.024441E+02,6.978203e-002
7.029263E+02,6.964786e-002
7.034083E+02,6.950851e-002
7.038905E+02,6.937667e-002
7.043726E+02,6.926174e-002
7.048547E+02,6.916463e-002
7.053368E+02,6.907725e-002
7.058190E+02,6.898551e-002
7.063010E+02,6.887712e-002
7.067832E+02,6.874807e-002
7.072653E+02,6.860552e-002
7.077474E+02,6.846371e-002
7.082295E+02,6.833684e-002
7.087117E+02,6.823087e-002
7.091937E+02,6.813981e-002
7.096759E+02,6.804745e-002
7.101580E+02,6.793442e-002
7.106401E+02,6.778915e-002
7.111222E+02,6.761102e-002
7.116044E+02,6.741133e-002
7.120864E+02,6.720539e-002
7.125686E+02,6.700508e-002
7.130507E+02,6.681252e-002
7.135328E+02,6.661957e-002
7.140149E+02,6.641319e-002
7.144971E+02,6.618453e-002
7.149791E+02,6.593366e-002
7.154613E+02,6.567238e-002
7.159434E+02,6.541849e-002
7.164255E+02,6.519070e-002
7.169076E+02,6.500179e-002
7.173898E+02,6.485561e-002
7.178718E+02,6.474779e-002
7.183540E+02,6.466730e-002
7.188361E+02,6.460020e-002
7.193182E+02,6.452869e-002
7.198003E+02,6.443502e-002
7.202825E+02,6.430348e-002
7.207645E+02,6.412335e-002
7.212467E+02,6.389410e-002
7.217288E+02,6.362786e-002
7.222109E+02,6.334803e-002
7.226930E+02,6.308147e-002
7.231752E+02,6.285191e-002
7.236572E+02,6.267105e-002
7.241394E+02,6.253312e-002
7.246215E+02,6.241781e-002
7.251036E+02,6.229747e-002
7.255857E+02,6.215044e-002
7.260679E+02,6.196796e-002
7.265499E+02,6.175855e-002
7.270321E+02,6.154310e-002
7.275142E+02,6.134580e-002
7.279963E+02,6.118246e-002
7.284784E+02,6.105751e-002
7.289606E+02,6.096237e-002
7.294426E+02,6.088250e-002
7.299248E+02,6.080261e-002
7.304069E+02,6.071160e-002
7.308890E+02,6.060389e-002
7.313711E+02,6.047587e-002
7.318533E+02,6.032333e-002
7.323353E+02,6.014150e-002
7.328175E+02,5.992746e-002
7.332996E+02,5.968493e-002
7.337817E+02,5.942642e-002
7.342638E+02,5.917312e-002
7.347460E+02,5.894691e-002
7.352280E+02,5.876490e-002
7.357102E+02,5.863314e-002
7.361923E+02,5.854528e-002
7.366744E+02,5.848621e-002
7.371565E+02,5.843867e-002
7.376387E+02,5.839027e-002
7.381207E+02,5.833634e-002
7.386029E+02,5.827843e-002
7.390850E+02,5.822103e-002
7.395671E+02,5.816716e-002
7.400492E+02,5.811636e-002
7.405314E+02,5.806614e-002
7.410134E+02,5.801528e-002
7.414956E+02,5.796517e-002
7.419777E+02,5.791955e-002
7.424598E+02,5.788184e-002
7.429419E+02,5.785046e-002
7.434241E+02,5.781859e-002
7.439061E+02,5.777578e-002
7.443883E+02,5.771432e-002
7.448704E+02,5.763356e-002
7.453525E+02,5.754311e-002
7.458346E+02,5.745937e-002
7.463168E+02,5.739995e-002
7.467988E+02,5.737526e-002
7.472810E+02,5.738566e-002
7.477631E+02,5.742200e-002
7.482452E+02,5.747298e-002
7.487273E+02,5.753036e-002
7.492095E+02,5.759486e-002
7.496915E+02,5.767413e-002
7.501737E+02,5.777748e-002
7.506558E+02,5.790857e-002
7.511379E+02,5.806163e-002
7.516200E+02,5.822179e-002
7.521022E+02,5.837283e-002
7.525842E+02,5.850422e-002
7.530664E+02,5.861645e-002
7.535485E+02,5.871863e-002
7.540306E+02,5.882318e-002
7.545127E+02,5.893606e-002
7.549949E+02,5.905194e-002
7.554769E+02,5.915501e-002
7.559591E+02,5.922743e-002
7.564412E+02,5.925902e-002
7.569233E+02,5.925348e-002
7.574054E+02,5.922746e-002
7.578876E+02,5.920229e-002
7.583696E+02,5.919389e-002
7.588518E+02,5.920365e-002
7.593339E+02,5.921755e-002
7.598160E+02,5.921166e-002
7.602981E+02,5.916413e-002
7.607803E+02,5.906241e-002
7.612623E+02,5.890836e-002
7.617445E+02,5.871347e-002
7.622266E+02,5.849307e-002
7.627087E+02,5.825862e-002
7.631908E+02,5.801535e-002
7.636730E+02,5.776488e-002
7.641550E+02,5.751001e-002
7.646372E+02,5.725775e-002
7.651193E+02,5.701977e-002
7.656014E+02,5.680661e-002
7.660835E+02,5.662202e-002
7.665657E+02,5.645943e-002
7.670477E+02,5.630358e-002
7.675299E+02,5.613534e-002
7.680120E+02,5.594078e-002
7.684941E+02,5.571727e-002
7.689762E+02,5.547411e-002
7.694584E+02,5.522731e-002
7.699404E+02,5.499157e-002
7.704226E+02,5.477429e-002
7.709047E+02,5.457328e-002
7.713868E+02,5.437991e-002
7.718689E+02,5.418550e-002
7.723511E+02,5.398855e-002
7.728331E+02,5.379608e-002
7.733153E+02,5.362229e-002
7.737974E+02,5.348064e-002
7.742795E+02,5.337827e-002
7.747616E+02,5.331147e-002
7.752438E+02,5.326640e-002
7.757258E+02,5.322374e-002
7.762080E+02,5.316607e-002
7.766901E+02,5.308421e-002
7.771722E+02,5.297860e-002
7.776543E+02,5.285820e-002
7.781365E+02,5.273528e-002
7.786185E+02,5.262149e-002
7.791007E+02,5.252272e-002
7.795828E+02,5.243882e-002
7.800649E+02,5.236371e-002
7.805470E+02,5.228930e-002
7.810292E+02,5.220716e-002
7.815112E+02,5.211199e-002
7.819934E+02,5.200337e-002
7.824755E+02,5.188581e-002
7.829576E+02,5.176683e-002
7.834397E+02,5.165575e-002
7.839219E+02,5.155967e-002
7.844039E+02,5.148200e-002
7.848861E+02,5.142187e-002
7.853682E+02,5.137450e-002
7.858503E+02,5.133508e-002
7.863324E+02,5.129999e-002
7.868146E+02,5.126833e-002
7.872966E+02,5.124134e-002
7.877788E+02,5.121975e-002
7.882609E+02,5.120152e-002
7.887430E+02,5.118195e-002
7.892251E+02,5.115384e-002
7.897073E+02,5.111225e-002
7.901893E+02,5.105813e-002
7.906715E+02,5.099921e-002
7.911536E+02,5.094753e-002
7.916357E+02,5.091449e-002
7.921178E+02,5.090551e-002
7.926000E+02,5.091679e-002
7.930820E+02,5.093632e-002
7.935642E+02,5.095055e-002
7.940463E+02,5.095163e-002
7.945284E+02,5.094209e-002
7.950105E+02,5.093513e-002
7.954927E+02,5.094768e-002
7.959747E+02,5.099359e-002
7.964569E+02,5.107490e-002
7.969390E+02,5.118053e-002
7.974211E+02,5.128880e-002
7.979032E+02,5.137793e-002
7.983854E+02,5.143268e-002
7.988674E+02,5.144988e-002
7.993496E+02,5.143671e-002
7.998317E+02,5.140594e-002
8.003138E+02,5.136939e-002
8.007959E+02,5.133374e-002
8.012781E+02,5.130290e-002
8.017601E+02,5.128112e-002
8.022423E+02,5.127624e-002
8.027244E+02,5.130044e-002
8.032065E+02,5.136398e-002
8.036886E+02,5.146890e-002
8.041708E+02,5.160329e-002
8.046528E+02,5.174361e-002
8.051350E+02,5.185942e-002
8.056171E+02,5.192551e-002
8.060992E+02,5.193301e-002
8.065813E+02,5.189276e-002
8.070635E+02,5.183171e-002
8.075455E+02,5.178023e-002
8.080277E+02,5.176295e-002
8.085098E+02,5.178863e-002
8.089919E+02,5.184986e-002
8.094740E+02,5.192801e-002
8.099562E+02,5.200330e-002
8.104382E+02,5.206157e-002
8.109204E+02,5.209769e-002
8.114025E+02,5.211409e-002
8.118846E+02,5.211603e-002
8.123668E+02,5.210860e-002
8.128489E+02,5.209462e-002
8.133310E+02,5.207651e-002
8.138131E+02,5.205858e-002
8.142952E+02,5.204606e-002
8.147773E+02,5.204461e-002
8.152595E+02,5.205633e-002
8.157416E+02,5.207703e-002
8.162237E+02,5.209735e-002
8.167058E+02,5.210594e-002
8.171879E+02,5.209489e-002
8.176700E+02,5.206250e-002
8.181522E+02,5.201372e-002
8.186343E+02,5.195695e-002
8.191164E+02,5.189877e-002
8.195985E+02,5.184019e-002
