wavenumber,t1-1
1.315697E+03,4.924527e-002
1.316179E+03,4.925948e-002
1.316661E+03,4.924575e-002
1.317143E+03,4.919558e-002
1.317625E+03,4.910894e-002
1.318107E+03,4.899509e-002
1.318589E+03,4.886685e-002
1.319072E+03,4.873601e-002
1.319554E+03,4.860811e-002
1.320036E+03,4.848298e-002
1.320518E+03,4.835800e-002
1.321000E+03,4.823239e-002
1.321482E+03,4.810952e-002
1.321964E+03,4.799597e-002
1.322446E+03,4.789802e-002
1.322928E+03,4.781815e-002
1.323411E+03,4.775313e-002
1.323893E+03,4.769618e-002
1.324375E+03,4.764052e-002
1.324857E+03,4.758444e-002
1.325339E+03,4.753194e-002
1.325821E+03,4.749220e-002
1.326303E+03,4.747317e-002
1.326785E+03,4.747845e-002
1.327267E+03,4.750470e-002
1.327750E+03,4.754488e-002
1.328232E+03,4.759143e-002
1.328714E+03,4.764163e-002
1.329196E+03,4.769910e-002
1.329678E+03,4.777062e-002
1.330160E+03,4.786084e-002
1.330642E+03,4.796707e-002
1.331124E+03,4.807761e-002
1.331607E+03,4.817615e-002
1.332089E+03,4.824813e-002
1.332571E+03,4.828756e-002
1.333053E+03,4.830019e-002
1.333535E+03,4.830049e-002
1.334017E+03,4.830652e-002
1.334499E+03,4.833074e-002
1.334981E+03,4.837733e-002
1.335464E+03,4.844201e-002
1.335946E+03,4.851651e-002
1.336428E+03,4.859303e-002
1.336910E+03,4.866803e-002
1.337392E+03,4.874105e-002
1.337874E+03,4.881053e-002
1.338356E+03,4.887071e-002
1.338838E+03,4.891064e-002
1.339320E+03,4.891802e-002
1.339802E+03,4.888710e-002
1.340285E+03,4.882213e-002
1.340767E+03,4.873765e-002
1.341249E+03,4.865121e-002
1.341731E+03,4.857691e-002
1.342213E+03,4.851862e-002
1.342695E+03,4.847042e-002
1.343177E+03,4.841967e-002
1.343659E+03,4.835611e-002
1.344142E+03,4.827812e-002
1.344624E+03,4.819537e-002
1.345106E+03,4.812403e-002
1.345588E+03,4.808043e-002
1.346070E+03,4.807236e-002
1.346552E+03,4.809649e-002
1.347034E+03,4.814035e-002
1.347516E+03,4.818870e-002
1.347999E+03,4.823183e-002
1.348481E+03,4.826860e-002
1.348963E+03,4.830519e-002
1.349445E+03,4.834908e-002
1.349927E+03,4.840422e-002
1.350409E+03,4.846753e-002
1.350891E+03,4.853136e-002
1.351373E+03,4.858865e-002
1.351855E+03,4.863838e-002
1.352338E+03,4.868638e-002
1.352820E+03,4.874228e-002
1.353302E+03,4.881257e-002
1.353784E+03,4.889574e-002
1.354266E+03,4.898088e-002
1.354748E+03,4.905410e-002
1.355230E+03,4.910449e-002
1.355712E+03,4.913179e-002
1.356194E+03,4.914656e-002
1.356677E+03,4.916578e-002
1.357159E+03,4.920274e-002
1.357641E+03,4.926126e-002
1.358123E+03,4.933420e-002
1.358605E+03,4.940934e-002
1.359087E+03,4.947691e-002
1.359569E+03,4.953692e-002
1.360051E+03,4.959943e-002
1.360534E+03,4.967881e-002
1.361016E+03,4.978095e-002
1.361498E+03,4.989526e-002
1.361980E+03,4.999194e-002
1.362462E+03,5.003462e-002
1.362944E+03,4.999923e-002
1.363426E+03,4.988589e-002
1.363908E+03,4.972042e-002
1.364391E+03,4.954320e-002
1.364873E+03,4.939571e-002
1.365355E+03,4.930309e-002
1.365837E+03,4.927140e-002
1.366319E+03,4.928687e-002
1.366801E+03,4.932551e-002
1.367283E+03,4.936089e-002
1.367765E+03,4.937544e-002
1.368247E+03,4.936278e-002
1.368729E+03,4.932451e-002
1.369212E+03,4.926408e-002
1.369694E+03,4.918370e-002
1.370176E+03,4.908516e-002
1.370658E+03,4.897425e-002
1.371140E+03,4.886321e-002
1.371622E+03,4.876982e-002
1.372104E+03,4.870873e-002
1.372586E+03,4.868256e-002
1.373069E+03,4.867233e-002
1.373551E+03,4.864313e-002
1.374033E+03,4.855378e-002
1.374515E+03,4.837970e-002
1.374997E+03,4.812529e-002
1.375479E+03,4.782200e-002
1.375961E+03,4.751331e-002
1.376443E+03,4.723672e-002
1.376926E+03,4.701254e-002
1.377408E+03,4.683506e-002
1.377890E+03,4.667882e-002
1.378372E+03,4.651076e-002
1.378854E+03,4.630967e-002
1.379336E+03,4.607367e-002
1.379818E+03,4.582056e-002
1.380300E+03,4.557389e-002
1.380782E+03,4.535164e-002
1.381265E+03,4.515410e-002
1.381747E+03,4.496436e-002
1.382229E+03,4.475770e-002
1.382711E+03,4.451777e-002
1.383193E+03,4.424722e-002
1.383675E+03,4.397090e-002
1.384157E+03,4.372546e-002
1.384639E+03,4.354789e-002
1.385121E+03,4.346087e-002
1.385604E+03,4.345948e-002
1.386086E+03,4.350866e-002
1.386568E+03,4.355317e-002
1.387050E+03,4.354434e-002
1.387532E+03,4.345373e-002
1.388014E+03,4.328289e-002
1.388496E+03,4.305196e-002
1.388978E+03,4.278821e-002
1.389461E+03,4.251509e-002
1.389943E+03,4.225064e-002
1.390425E+03,4.201227e-002
1.390907E+03,4.181741e-002
1.391389E+03,4.168908e-002
1.391871E+03,4.165163e-002
1.392353E+03,4.172092e-002
1.392835E+03,4.189206e-002
1.393318E+03,4.212697e-002
1.393800E+03,4.236010e-002
1.394282E+03,4.251410e-002
1.394764E+03,4.253939e-002
1.395246E+03,4.243350e-002
1.395728E+03,4.223929e-002
1.396210E+03,4.202052e-002
1.396692E+03,4.184127e-002
1.397174E+03,4.174649e-002
1.397656E+03,4.174525e-002
1.398139E+03,4.180782e-002
1.398621E+03,4.187615e-002
1.399103E+03,4.189545e-002
1.399585E+03,4.183609e-002
1.400067E+03,4.170746e-002
1.400549E+03,4.154708e-002
1.401031E+03,4.140659e-002
1.401513E+03,4.133030e-002
1.401996E+03,4.134412e-002
1.402478E+03,4.144938e-002
1.402960E+03,4.162179e-002
1.403442E+03,4.181854e-002
1.403924E+03,4.199209e-002
1.404406E+03,4.210875e-002
1.404888E+03,4.215388e-002
1.405370E+03,4.213376e-002
1.405853E+03,4.206655e-002
1.406335E+03,4.197545e-002
1.406817E+03,4.188119e-002
1.407299E+03,4.179887e-002
1.407781E+03,4.174007e-002
1.408263E+03,4.171213e-002
1.408745E+03,4.171946e-002
1.409227E+03,4.176065e-002
1.409709E+03,4.182945e-002
1.410192E+03,4.191326e-002
1.410674E+03,4.199654e-002
1.411156E+03,4.206728e-002
1.411638E+03,4.211934e-002
1.412120E+03,4.215442e-002
1.412602E+03,4.218064e-002
1.413084E+03,4.220766e-002
1.413566E+03,4.224173e-002
1.414048E+03,4.228370e-002
1.414531E+03,4.233045e-002
1.415013E+03,4.238005e-002
1.415495E+03,4.243880e-002
1.415977E+03,4.252474e-002
1.416459E+03,4.266610e-002
1.416941E+03,4.289145e-002
1.417423E+03,4.320983e-002
1.417905E+03,4.359012e-002
1.418388E+03,4.395202e-002
1.418870E+03,4.419645e-002
1.419352E+03,4.425834e-002
1.419834E+03,4.413119e-002
1.420316E+03,4.386532e-002
1.420798E+03,4.353701e-002
1.421280E+03,4.322828e-002
1.421762E+03,4.300074e-002
1.422245E+03,4.288787e-002
1.422727E+03,4.288238e-002
1.423209E+03,4.293841e-002
1.423691E+03,4.298534e-002
1.424173E+03,4.296255e-002
1.424655E+03,4.284961e-002
1.425137E+03,4.266918e-002
1.425619E+03,4.247190e-002
1.426101E+03,4.230948e-002
1.426584E+03,4.221924e-002
1.427066E+03,4.220744e-002
1.427548E+03,4.224955e-002
1.428030E+03,4.229904e-002
1.428512E+03,4.231182e-002
1.428994E+03,4.226178e-002
1.429476E+03,4.214742e-002
1.429958E+03,4.198329e-002
1.430441E+03,4.178447e-002
1.430923E+03,4.155609e-002
1.431405E+03,4.129423e-002
1.431887E+03,4.099713e-002
1.432369E+03,4.067695e-002
1.432851E+03,4.036541e-002
1.433333E+03,4.011411e-002
1.433815E+03,3.998004e-002
1.434297E+03,4.000746e-002
1.434780E+03,4.019897e-002
1.435262E+03,4.049138e-002
1.435744E+03,4.075315e-002
1.436226E+03,4.084331e-002
1.436708E+03,4.069849e-002
1.437190E+03,4.035461e-002
1.437672E+03,3.991120e-002
1.438154E+03,3.946857e-002
1.438636E+03,3.910306e-002
1.439119E+03,3.884833e-002
1.439601E+03,3.869936e-002
1.440083E+03,3.862363e-002
1.440565E+03,3.857840e-002
1.441047E+03,3.852977e-002
1.441529E+03,3.846435e-002
1.442011E+03,3.838912e-002
1.442493E+03,3.832046e-002
1.442976E+03,3.827006e-002
1.443458E+03,3.823771e-002
1.443940E+03,3.821506e-002
1.444422E+03,3.819537e-002
1.444904E+03,3.818336e-002
1.445386E+03,3.819837e-002
1.445868E+03,3.826325e-002
1.446350E+03,3.838836e-002
1.446833E+03,3.855417e-002
1.447315E+03,3.871139e-002
1.447797E+03,3.879848e-002
1.448279E+03,3.877304e-002
1.448761E+03,3.863605e-002
1.449243E+03,3.842807e-002
1.449725E+03,3.821100e-002
1.450207E+03,3.803748e-002
1.450689E+03,3.793560e-002
1.451172E+03,3.789352e-002
1.451654E+03,3.786890e-002
1.452136E+03,3.780968e-002
1.452618E+03,3.768994e-002
1.453100E+03,3.752565e-002
1.453582E+03,3.737909e-002
1.454064E+03,3.733911e-002
1.454546E+03,3.750405e-002
1.455028E+03,3.793492e-002
1.455511E+03,3.859589e-002
1.455993E+03,3.930818e-002
1.456475E+03,3.982305e-002
1.456957E+03,3.998509e-002
1.457439E+03,3.980152e-002
1.457921E+03,3.939067e-002
1.458403E+03,3.887997e-002
1.458885E+03,3.835981e-002
1.459368E+03,3.786890e-002
1.459850E+03,3.741303e-002
1.460332E+03,3.698708e-002
1.460814E+03,3.658985e-002
1.461296E+03,3.623670e-002
1.461778E+03,3.595931e-002
1.462260E+03,3.579229e-002
1.462742E+03,3.575819e-002
1.463224E+03,3.584148e-002
1.463707E+03,3.598177e-002
1.464189E+03,3.608311e-002
1.464671E+03,3.606349e-002
1.465153E+03,3.588916e-002
1.465635E+03,3.557711e-002
1.466117E+03,3.517297e-002
1.466599E+03,3.472646e-002
1.467081E+03,3.427631e-002
1.467563E+03,3.384193e-002
1.468046E+03,3.343304e-002
1.468528E+03,3.305648e-002
1.469010E+03,3.272377e-002
1.469492E+03,3.245704e-002
1.469974E+03,3.228173e-002
1.470456E+03,3.221235e-002
1.470938E+03,3.222973e-002
1.471420E+03,3.226985e-002
1.471903E+03,3.224244e-002
1.472385E+03,3.207527e-002
1.472867E+03,3.176117e-002
1.473349E+03,3.135163e-002
1.473831E+03,3.092475e-002
1.474313E+03,3.054318e-002
1.474795E+03,3.023797e-002
1.475277E+03,2.999477e-002
1.475760E+03,2.976467e-002
1.476242E+03,2.948368e-002
1.476724E+03,2.911036e-002
1.477206E+03,2.864615e-002
1.477688E+03,2.813590e-002
1.478170E+03,2.764708e-002
1.478652E+03,2.724732e-002
1.479134E+03,2.698510e-002
1.479616E+03,2.686788e-002
1.480099E+03,2.685914e-002
1.480581E+03,2.688850e-002
1.481063E+03,2.688625e-002
1.481545E+03,2.680528e-002
1.482027E+03,2.663978e-002
1.482509E+03,2.641630e-002
1.482991E+03,2.617847e-002
1.483473E+03,2.596624e-002
1.483955E+03,2.580439e-002
1.484438E+03,2.570149e-002
1.484920E+03,2.565385e-002
1.485402E+03,2.565480e-002
1.485884E+03,2.570163e-002
1.486366E+03,2.579863e-002
1.486848E+03,2.595193e-002
1.487330E+03,2.616042e-002
1.487812E+03,2.640859e-002
1.488295E+03,2.666102e-002
1.488777E+03,2.686742e-002
1.489259E+03,2.697865e-002
1.489741E+03,2.695855e-002
1.490223E+03,2.680116e-002
1.490705E+03,2.652945e-002
1.491187E+03,2.618572e-002
1.491669E+03,2.581543e-002
1.492151E+03,2.546177e-002
1.492634E+03,2.516593e-002
1.493116E+03,2.496335e-002
1.493598E+03,2.488959e-002
1.494080E+03,2.496970e-002
1.494562E+03,2.520624e-002
1.495044E+03,2.556360e-002
1.495526E+03,2.596934e-002
1.496008E+03,2.634032e-002
1.496490E+03,2.660849e-002
1.496973E+03,2.674837e-002
1.497455E+03,2.677332e-002
1.497937E+03,2.671958e-002
1.498419E+03,2.662516e-002
1.498901E+03,2.651885e-002
1.499383E+03,2.641486e-002
1.499865E+03,2.631349e-002
1.500347E+03,2.620793e-002
1.500830E+03,2.609159e-002
1.501312E+03,2.596413e-002
1.501794E+03,2.583587e-002
1.502276E+03,2.572877e-002
1.502758E+03,2.567779e-002
1.503240E+03,2.573576e-002
1.503722E+03,2.596877e-002
1.504204E+03,2.644708e-002
1.504687E+03,2.720873e-002
1.505169E+03,2.820134e-002
1.505651E+03,2.922946e-002
1.506133E+03,3.000731e-002
1.506615E+03,3.033648e-002
1.507097E+03,3.020515e-002
1.507579E+03,2.974983e-002
1.508061E+03,2.913708e-002
1.508543E+03,2.850852e-002
1.509026E+03,2.795624e-002
1.509508E+03,2.752905e-002
1.509990E+03,2.724397e-002
1.510472E+03,2.708337e-002
1.510954E+03,2.700220e-002
1.511436E+03,2.694110e-002
1.511918E+03,2.685364e-002
1.512400E+03,2.671990e-002
1.512882E+03,2.655382e-002
1.513365E+03,2.639225e-002
1.513847E+03,2.628445e-002
1.514329E+03,2.627016e-002
1.514811E+03,2.636039e-002
1.515293E+03,2.651987e-002
1.515775E+03,2.667032e-002
1.516257E+03,2.671990e-002
1.516739E+03,2.660377e-002
1.517222E+03,2.631828e-002
1.517704E+03,2.591468e-002
1.518186E+03,2.548063e-002
1.518668E+03,2.510663e-002
1.519150E+03,2.487762e-002
1.519632E+03,2.484033e-002
1.520114E+03,2.497118e-002
1.520596E+03,2.515497e-002
1.521078E+03,2.523696e-002
1.521561E+03,2.511793e-002
1.522043E+03,2.479363e-002
1.522525E+03,2.433547e-002
1.523007E+03,2.383478e-002
1.523489E+03,2.337508e-002
1.523971E+03,2.300728e-002
1.524453E+03,2.274858e-002
1.524935E+03,2.257784e-002
1.525417E+03,2.244977e-002
1.525900E+03,2.231529e-002
1.526382E+03,2.214956e-002
1.526864E+03,2.195755e-002
1.527346E+03,2.176232e-002
1.527828E+03,2.158437e-002
1.528310E+03,2.142885e-002
1.528792E+03,2.128497e-002
1.529274E+03,2.113693e-002
1.529757E+03,2.098174e-002
1.530239E+03,2.084308e-002
1.530721E+03,2.076960e-002
1.531203E+03,2.082574e-002
1.531685E+03,2.105912e-002
1.532167E+03,2.145677e-002
1.532649E+03,2.190960e-002
1.533131E+03,2.224406e-002
1.533614E+03,2.232564e-002
1.534096E+03,2.212425e-002
1.534578E+03,2.171547e-002
1.535060E+03,2.121809e-002
1.535542E+03,2.075983e-002
1.536024E+03,2.044491e-002
1.536506E+03,2.035511e-002
1.536988E+03,2.053693e-002
1.537470E+03,2.098442e-002
1.537953E+03,2.161847e-002
1.538435E+03,2.230126e-002
1.538917E+03,2.289739e-002
1.539399E+03,2.332046e-002
1.539881E+03,2.355439e-002
1.540363E+03,2.362148e-002
1.540845E+03,2.355442e-002
1.541327E+03,2.338414e-002
1.541809E+03,2.314520e-002
1.542292E+03,2.288331e-002
1.542774E+03,2.264528e-002
1.543256E+03,2.246876e-002
1.543738E+03,2.236405e-002
1.544220E+03,2.230527e-002
1.544702E+03,2.223890e-002
1.545184E+03,2.211616e-002
1.545666E+03,2.192462e-002
1.546149E+03,2.169728e-002
1.546631E+03,2.149976e-002
1.547113E+03,2.140382e-002
1.547595E+03,2.146558e-002
1.548077E+03,2.169070e-002
1.548559E+03,2.201946e-002
1.549041E+03,2.233789e-002
1.549523E+03,2.254354e-002
1.550005E+03,2.259610e-002
1.550488E+03,2.253754e-002
1.550970E+03,2.245759e-002
1.551452E+03,2.245759e-002
1.551934E+03,2.260346e-002
1.552416E+03,2.289278e-002
1.552898E+03,2.323933e-002
1.553380E+03,2.350696e-002
1.553862E+03,2.358458e-002
1.554344E+03,2.343938e-002
1.554827E+03,2.313094e-002
1.555309E+03,2.277823e-002
1.555791E+03,2.253848e-002
1.556273E+03,2.257338e-002
1.556755E+03,2.303723e-002
1.557237E+03,2.399309e-002
1.557719E+03,2.529284e-002
1.558201E+03,2.651240e-002
1.558684E+03,2.720305e-002
1.559166E+03,2.722559e-002
1.559648E+03,2.674189e-002
1.560130E+03,2.600335e-002
1.560612E+03,2.520399e-002
1.561094E+03,2.447350e-002
1.561576E+03,2.388785e-002
1.562058E+03,2.349944e-002
1.562541E+03,2.334057e-002
1.563023E+03,2.340497e-002
1.563505E+03,2.363471e-002
1.563987E+03,2.392026e-002
1.564469E+03,2.414565e-002
1.564951E+03,2.422871e-002
1.565433E+03,2.416288e-002
1.565915E+03,2.400804e-002
1.566397E+03,2.387024e-002
1.566880E+03,2.386103e-002
1.567362E+03,2.406425e-002
1.567844E+03,2.449965e-002
1.568326E+03,2.509410e-002
1.568808E+03,2.569336e-002
1.569290E+03,2.612822e-002
1.569772E+03,2.630508e-002
1.570254E+03,2.622208e-002
1.570736E+03,2.594454e-002
1.571219E+03,2.555376e-002
1.571701E+03,2.512836e-002
1.572183E+03,2.473316e-002
1.572665E+03,2.442407e-002
1.573147E+03,2.426546e-002
1.573629E+03,2.432268e-002
1.574111E+03,2.464663e-002
1.574593E+03,2.522832e-002
1.575076E+03,2.596121e-002
1.575558E+03,2.664499e-002
1.576040E+03,2.708098e-002
1.576522E+03,2.718795e-002
1.577004E+03,2.701246e-002
1.577486E+03,2.667747e-002
1.577968E+03,2.630870e-002
1.578450E+03,2.600979e-002
1.578932E+03,2.583741e-002
1.579415E+03,2.579831e-002
1.579897E+03,2.585408e-002
1.580379E+03,2.594211e-002
1.580861E+03,2.600458e-002
1.581343E+03,2.601363e-002
1.581825E+03,2.597887e-002
1.582307E+03,2.593448e-002
1.582789E+03,2.591584e-002
1.583271E+03,2.593926e-002
1.583754E+03,2.599568e-002
1.584236E+03,2.605697e-002
1.584718E+03,2.609504e-002
1.585200E+03,2.609549e-002
1.585682E+03,2.606439e-002
1.586164E+03,2.602056e-002
1.586646E+03,2.598534e-002
1.587128E+03,2.596846e-002
1.587611E+03,2.596723e-002
1.588093E+03,2.597022e-002
1.588575E+03,2.596754e-002
1.589057E+03,2.595896e-002
1.589539E+03,2.595344e-002
1.590021E+03,2.596272e-002
1.590503E+03,2.599227e-002
1.590985E+03,2.603494e-002
1.591468E+03,2.607372e-002
1.591950E+03,2.608902e-002
1.592432E+03,2.607051e-002
1.592914E+03,2.602232e-002
1.593396E+03,2.596047e-002
1.593878E+03,2.590212e-002
1.594360E+03,2.585623e-002
1.594842E+03,2.581842e-002
1.595324E+03,2.577588e-002
1.595807E+03,2.571692e-002
1.596289E+03,2.564275e-002
1.596771E+03,2.556985e-002
1.597253E+03,2.552586e-002
1.597735E+03,2.553475e-002
1.598217E+03,2.560398e-002
1.598699E+03,2.571695e-002
1.599181E+03,2.583653e-002
1.599663E+03,2.591788e-002
1.600146E+03,2.592460e-002
1.600628E+03,2.584315e-002
1.601110E+03,2.568370e-002
1.601592E+03,2.547382e-002
1.602074E+03,2.524581e-002
1.602556E+03,2.503084e-002
1.603038E+03,2.485313e-002
1.603520E+03,2.472758e-002
1.604003E+03,2.466347e-002
1.604485E+03,2.466378e-002
1.604967E+03,2.472393e-002
1.605449E+03,2.482580e-002
1.605931E+03,2.493657e-002
1.606413E+03,2.501157e-002
1.606895E+03,2.500645e-002
1.607377E+03,2.489899e-002
1.607859E+03,2.470190e-002
1.608342E+03,2.446221e-002
1.608824E+03,2.424069e-002
1.609306E+03,2.409332e-002
1.609788E+03,2.404551e-002
1.610270E+03,2.408155e-002
1.610752E+03,2.414747e-002
1.611234E+03,2.417725e-002
1.611716E+03,2.412344e-002
1.612198E+03,2.397516e-002
1.612681E+03,2.376327e-002
1.613163E+03,2.355029e-002
1.613645E+03,2.341851e-002
1.614127E+03,2.344281e-002
1.614609E+03,2.366893e-002
1.615091E+03,2.407465e-002
1.615573E+03,2.456100e-002
1.616055E+03,2.497465e-002
1.616538E+03,2.518692e-002
1.617020E+03,2.515160e-002
1.617502E+03,2.489783e-002
1.617984E+03,2.449713e-002
1.618466E+03,2.402804e-002
1.618948E+03,2.356572e-002
1.619430E+03,2.316939e-002
1.619912E+03,2.288939e-002
1.620395E+03,2.276388e-002
1.620877E+03,2.280746e-002
1.621359E+03,2.299729e-002
1.621841E+03,2.326264e-002
1.622323E+03,2.350507e-002
1.622805E+03,2.362733e-002
1.623287E+03,2.358377e-002
1.623769E+03,2.339221e-002
1.624251E+03,2.311958e-002
1.624734E+03,2.284765e-002
1.625216E+03,2.264898e-002
1.625698E+03,2.257219e-002
1.626180E+03,2.262497e-002
1.626662E+03,2.277303e-002
1.627144E+03,2.294870e-002
1.627626E+03,2.308240e-002
1.628108E+03,2.312249e-002
1.628590E+03,2.305463e-002
1.629073E+03,2.289609e-002
1.629555E+03,2.268204e-002
1.630037E+03,2.244813e-002
1.630519E+03,2.221955e-002
1.631001E+03,2.201398e-002
1.631483E+03,2.184433e-002
1.631965E+03,2.172926e-002
1.632447E+03,2.170132e-002
1.632930E+03,2.180402e-002
1.633412E+03,2.207899e-002
1.633894E+03,2.253010e-002
1.634376E+03,2.308862e-002
1.634858E+03,2.360144e-002
1.635340E+03,2.390402e-002
1.635822E+03,2.391498e-002
1.636304E+03,2.365997e-002
1.636786E+03,2.323545e-002
1.637269E+03,2.275019e-002
1.637751E+03,2.229840e-002
1.638233E+03,2.193758e-002
1.638715E+03,2.169007e-002
1.639197E+03,2.154123e-002
1.639679E+03,2.145005e-002
1.640161E+03,2.136407e-002
1.640643E+03,2.124405e-002
1.641125E+03,2.107978e-002
1.641608E+03,2.089141e-002
1.642090E+03,2.071914e-002
1.642572E+03,2.060839e-002
1.643054E+03,2.060443e-002
1.643536E+03,2.074145e-002
1.644018E+03,2.103971e-002
1.644500E+03,2.149782e-002
1.644982E+03,2.208293e-002
1.645465E+03,2.271748e-002
1.645947E+03,2.327813e-002
1.646429E+03,2.363586e-002
1.646911E+03,2.369188e-002
1.647393E+03,2.341798e-002
1.647875E+03,2.285488e-002
1.648357E+03,2.208848e-002
1.648839E+03,2.122523e-002
1.649322E+03,2.037678e-002
1.649804E+03,1.968687e-002
1.650286E+03,1.932815e-002
1.650768E+03,1.950857e-002
1.651250E+03,2.039442e-002
1.651732E+03,2.190911e-002
1.652214E+03,2.353557e-002
1.652696E+03,2.457289e-002
1.653178E+03,2.472863e-002
1.653661E+03,2.419396e-002
1.654143E+03,2.332459e-002
1.654625E+03,2.238736e-002
1.655107E+03,2.154677e-002
1.655589E+03,2.088028e-002
1.656071E+03,2.041223e-002
1.656553E+03,2.013609e-002
1.657035E+03,2.001710e-002
1.657517E+03,2.000367e-002
1.658000E+03,2.003972e-002
1.658482E+03,2.008317e-002
1.658964E+03,2.010951e-002
1.659446E+03,2.011742e-002
1.659928E+03,2.012450e-002
1.660410E+03,2.016146e-002
1.660892E+03,2.025782e-002
1.661374E+03,2.042463e-002
1.661857E+03,2.063893e-002
1.662339E+03,2.084569e-002
1.662821E+03,2.097854e-002
1.663303E+03,2.098477e-002
1.663785E+03,2.084997e-002
1.664267E+03,2.059776e-002
1.664749E+03,2.028140e-002
1.665231E+03,1.996415e-002
1.665714E+03,1.971281e-002
1.666196E+03,1.958392e-002
1.666678E+03,1.960835e-002
1.667160E+03,1.978483e-002
1.667642E+03,2.007182e-002
1.668124E+03,2.040025e-002
1.668606E+03,2.068734e-002
1.669088E+03,2.086898e-002
1.669570E+03,2.091247e-002
1.670052E+03,2.081604e-002
1.670535E+03,2.060071e-002
1.671017E+03,2.030414e-002
1.671499E+03,1.997807e-002
1.671981E+03,1.968001e-002
1.672463E+03,1.947758e-002
1.672945E+03,1.943205e-002
1.673427E+03,1.957130e-002
1.673909E+03,1.985735e-002
1.674392E+03,2.017420e-002
1.674874E+03,2.037883e-002
1.675356E+03,2.037511e-002
1.675838E+03,2.017271e-002
1.676320E+03,1.985971e-002
1.676802E+03,1.955435e-002
1.677284E+03,1.934977e-002
1.677766E+03,1.929583e-002
1.678249E+03,1.937603e-002
1.678731E+03,1.951324e-002
1.679213E+03,1.959431e-002
1.679695E+03,1.953466e-002
1.680177E+03,1.932313e-002
1.680659E+03,1.903147e-002
1.681141E+03,1.878893e-002
1.681623E+03,1.874738e-002
1.682105E+03,1.904210e-002
1.682588E+03,1.969759e-002
1.683070E+03,2.053471e-002
1.683552E+03,2.120418e-002
1.684034E+03,2.144887e-002
1.684516E+03,2.125797e-002
1.684998E+03,2.080324e-002
1.685480E+03,2.026942e-002
1.685962E+03,1.978972e-002
1.686444E+03,1.942568e-002
1.686927E+03,1.918191e-002
1.687409E+03,1.902981e-002
1.687891E+03,1.892877e-002
1.688373E+03,1.884872e-002
1.688855E+03,1.877949e-002
1.689337E+03,1.872545e-002
1.689819E+03,1.868930e-002
1.690301E+03,1.865869e-002
1.690784E+03,1.861120e-002
1.691266E+03,1.852900e-002
1.691748E+03,1.842127e-002
1.692230E+03,1.833146e-002
1.692712E+03,1.834104e-002
1.693194E+03,1.854601e-002
1.693676E+03,1.901212e-002
1.694158E+03,1.970081e-002
1.694641E+03,2.041849e-002
1.695123E+03,2.088581e-002
1.695605E+03,2.091404e-002
1.696087E+03,2.052790e-002
1.696569E+03,1.990504e-002
1.697051E+03,1.927598e-002
1.697533E+03,1.884883e-002
1.698015E+03,1.881703e-002
1.698497E+03,1.928648e-002
1.698979E+03,2.016084e-002
1.699462E+03,2.105825e-002
1.699944E+03,2.153963e-002
1.700426E+03,2.144034e-002
1.700908E+03,2.089638e-002
1.701390E+03,2.015116e-002
1.701872E+03,1.941386e-002
1.702354E+03,1.883641e-002
1.702836E+03,1.850293e-002
1.703319E+03,1.844467e-002
1.703801E+03,1.862223e-002
1.704283E+03,1.893611e-002
1.704765E+03,1.925121e-002
1.705247E+03,1.946275e-002
1.705729E+03,1.953390e-002
1.706211E+03,1.948694e-002
1.706693E+03,1.937547e-002
1.707176E+03,1.925215e-002
1.707658E+03,1.915553e-002
1.708140E+03,1.909905e-002
1.708622E+03,1.907707e-002
1.709104E+03,1.907215e-002
1.709586E+03,1.906668e-002
1.710068E+03,1.904934e-002
1.710550E+03,1.901911e-002
1.711032E+03,1.898318e-002
1.711515E+03,1.895341e-002
1.711997E+03,1.894019e-002
1.712479E+03,1.894933e-002
1.712961E+03,1.898183e-002
1.713443E+03,1.903826e-002
1.713925E+03,1.912415e-002
1.714407E+03,1.925561e-002
1.714889E+03,1.945645e-002
1.715371E+03,1.974696e-002
1.715854E+03,2.012086e-002
1.716336E+03,2.052609e-002
1.716818E+03,2.086109e-002
1.717300E+03,2.101248e-002
1.717782E+03,2.091932e-002
1.718264E+03,2.059522e-002
1.718746E+03,2.011728e-002
1.719229E+03,1.958177e-002
1.719711E+03,1.908202e-002
1.720193E+03,1.868460e-002
1.720675E+03,1.842777e-002
1.721157E+03,1.832030e-002
1.721639E+03,1.833910e-002
1.722121E+03,1.843720e-002
1.722603E+03,1.855902e-002
1.723085E+03,1.866405e-002
1.723568E+03,1.873206e-002
1.724050E+03,1.876278e-002
1.724532E+03,1.876451e-002
1.725014E+03,1.874527e-002
1.725496E+03,1.870950e-002
1.725978E+03,1.866201e-002
1.726460E+03,1.861348e-002
1.726942E+03,1.858163e-002
1.727424E+03,1.858499e-002
1.727907E+03,1.863306e-002
1.728389E+03,1.871497e-002
1.728871E+03,1.879765e-002
1.729353E+03,1.883824e-002
1.729835E+03,1.880949e-002
1.730317E+03,1.871687e-002
1.730799E+03,1.860878e-002
1.731281E+03,1.856458e-002
1.731764E+03,1.868197e-002
1.732246E+03,1.902514e-002
1.732728E+03,1.956170e-002
1.733210E+03,2.011409e-002
1.733692E+03,2.044877e-002
1.734174E+03,2.042588e-002
1.734656E+03,2.007290e-002
1.735138E+03,1.951889e-002
1.735620E+03,1.891119e-002
1.736103E+03,1.837242e-002
1.736585E+03,1.798536e-002
